Assays,Source,Gene,Tissue,Cell,Type of body mapping,,,,,,,,,,,,,,
NVS_GPCR_hAdoRA2a,NVS,ADORA2A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdra2A,NVS,ADRA2A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdra2C,NVS,ADRA2C,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdrb1,NVS,ADRB1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdrb2,NVS,ADRB2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdrb3,NVS,ADRB3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAT1,NVS,AGTR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hC5a,NVS,C5AR1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hDRD1,NVS,DRD1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hDRD2s,NVS,DRD2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hDRD4.4,NVS,DRD4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hETA,NVS,EDNRA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hETB,NVS,EDNRB,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hH1,NVS,HRH1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hLTB4_BLT1,NVS,LTB4R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hM1,NVS,CHRM1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hM2,NVS,CHRM2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hM3,NVS,CHRM3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hM4,NVS,CHRM4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hM5,NVS,CHRM5,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hNK2,NVS,TACR2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hNPY1,NVS,NPY1R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hNPY2,NVS,NPY2R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hNTS,NVS,NTSR1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hOpiate_D1,NVS,OPRD1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hOpiate_mu,NVS,OPRM1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hORL1,NVS,OPRL1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hPY2,NVS,P2RY1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hTXA2,NVS,TBXA2R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hV1A,NVS,AVPR1A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_mCCKAPeripheral,NVS,CCKAR,pancreas,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_mCKKBCentral,NVS,CCKBR,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_p5HT2C,NVS,HTR2C,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_r5HT_NonSelective,NVS,HTR1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_r5HT1_NonSelective,NVS,HTR1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rabPAF,NVS,PTAFR,vascular,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rAdra1_NonSelective,NVS,ADRA1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rAdra1A,NVS,ADRA1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rAdra1B,NVS,ADRA1B,liver,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rAdra2_NonSelective,NVS,ADRA2A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rAdrb_NonSelective,NVS,ADRB1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rCRF,NVS,CRHR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rGABBR,NVS,GABBR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rGalanin,NVS,GALR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rGHB,NVS,TSPAN17,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rH3,NVS,HRH3,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rmAdra2B,NVS,ADRA2B,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rmMGluR1,NVS,GRM1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rmMGluR5,NVS,GRM5,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rNK1,NVS,TACR1,salivary gland,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rNK3,NVS,TACR3,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rNTS,NVS,NTSR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rOpiate_NonSelective,NVS,OPRM1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rOpiate_NonSelectiveNa,NVS,OPRM1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rOXT,NVS,OXTR,uterus,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rSST,NVS,SSTR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rTRH,NVS,TRHR,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rV1,NVS,AVPR1A,liver,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_rVIP_NonSelective,NVS,VIPR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_hKhERGCh,NVS,KCNH2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rCaBTZCHL,NVS,CACNA1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rCaChN,NVS,CACNA1B,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rCaDHPRCh_L,NVS,CACNA1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rKAR,NVS,GRIK1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rKATPCh,NVS,KCNJ1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rKCaCh,NVS,KCNN1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_IC_rNaCh_site2,NVS,SCN1A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_bGABAR_Agonist,NVS,GABRA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_bGABARa1,NVS,GABRA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_bGABARa5,NVS,GABRA5,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_h5HT3,NVS,HTR3A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_hNNR_NBungSens,NVS,CHRNA2,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rAMPA,NVS,GRIA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rGABAR_NonSelective,NVS,GABRA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rGABARa6,NVS,GABRA6,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rGluNMDA_Agonist,NVS,GRIN1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rGluNMDA_MK801_Agonist,NVS,GRIN1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rGlyRStrySens,NVS,GLRA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_LGIC_rNNR_BungSens,NVS,CHRNA7,brain,NA,gene target,,,,,,,,,,,,,,
NVS_MP_hPBR,NVS,TSPO,intestinal,NA,gene target,,,,,,,,,,,,,,
NVS_MP_rPBR,NVS,TSPO,kidney,NA,gene target,,,,,,,,,,,,,,
NVS_NR_bER,NVS,ESR1,uterus,NA,gene target,,,,,,,,,,,,,,
NVS_NR_bPR,NVS,PGR,uterus,NA,gene target,,,,,,,,,,,,,,
NVS_NR_cAR,NVS,AR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hAR,NVS,AR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hCAR_Agonist,NVS,NR1I3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hCAR_Antagonist,NVS,NR1I3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hER,NVS,ESR1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hFXR_Agonist,NVS,NR1H4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hFXR_Antagonist,NVS,NR1H4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hGR,NVS,NR3C1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hPPARa,NVS,PPARA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hPPARg,NVS,PPARG,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hPR,NVS,PGR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hPXR,NVS,NR1I2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hRAR_Antagonist,NVS,RARA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hRARa_Agonist,NVS,RARA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_hTRa_Antagonist,NVS,THRA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_mERa,NVS,ESR1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_NR_rAR,NVS,AR,prostate,NA,gene target,,,,,,,,,,,,,,
NVS_NR_rMR,NVS,NR3C2,brain,NA,gene target,,,,,,,,,,,,,,
NVS_OR_gSIGMA_NonSelective,NVS,SIGMAR1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_OR_hFKBP12,NVS,FKBP1A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_TR_gDAT,NVS,SLC6A3,brain,NA,gene target,,,,,,,,,,,,,,
NVS_TR_hAdoT,NVS,SLC29A1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_TR_hDAT,NVS,SLC6A3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_TR_hNET,NVS,SLC6A2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_TR_hSERT,NVS,SLC6A4,vascular,NA,gene target,,,,,,,,,,,,,,
NVS_TR_rAdoT,NVS,SLC29A1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_TR_rNET,NVS,SLC6A2,brain,NA,gene target,,,,,,,,,,,,,,
NVS_TR_rSERT,NVS,SLC6A4,brain,NA,gene target,,,,,,,,,,,,,,
NVS_TR_rVMAT2,NVS,SLC18A2,brain,NA,gene target,,,,,,,,,,,,,,
OT_AR_ARELUC_AG_1440,OT,AR,ovary,CHO-K1,gene target,,,,,,,,,,,,,,
OT_AR_ARSRC1_0480,OT,AR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_AR_ARSRC1_0960,OT,AR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERaERa_0480,OT,ESR1,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERaERa_1440,OT,ESR1,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERaERb_0480,OT,ESR1|ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERaERb_1440,OT,ESR1|ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERbERb_0480,OT,ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ER_ERbERb_1440,OT,ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_ERa_EREGFP_0120,OT,ESR1,cervix,HeLa,gene target,,,,,,,,,,,,,,
OT_ERa_EREGFP_0480,OT,ESR1,cervix,HeLa,gene target,,,,,,,,,,,,,,
OT_FXR_FXRSRC1_0480,OT,NR1H4,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_FXR_FXRSRC1_1440,OT,NR1H4,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_NURR1_NURR1RXRa_0480,OT,RXRA,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_NURR1_NURR1RXRa_1440,OT,RXRA,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_PPARg_PPARgSRC1_0480,OT,PPARG,kidney,HEK293T,gene target,,,,,,,,,,,,,,
OT_PPARg_PPARgSRC1_1440,OT,PPARG,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_AhR_LUC_Agonist,TOX21,AHR,liver,HepG2,gene target,,,,,,,,,,,,,,
TOX21_AhR_LUC_Agonist_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_AP1_BLA_Agonist_ch1,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_AP1_BLA_Agonist_ch2,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_AP1_BLA_Agonist_ratio,TOX21,JUN|FOS|JUN,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_AP1_BLA_Agonist_viability,TOX21,NA,cervix,ME-180,viability,,,,,,,,,,,,,,
TOX21_AR_BLA_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AR_BLA_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AR_BLA_Agonist_ratio,TOX21,AR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_AR_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AR_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AR_BLA_Antagonist_ratio,TOX21,AR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_AR_BLA_Antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Agonist,TOX21,AR,breast,MDA-kb2,gene target,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Agonist_Counterscreen,TOX21,AR,breast,MDA-kb2,gene target,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Agonist2_viability,TOX21,NA,breast,MDA-kb2,viability,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Antagonist,TOX21,AR,breast,MDA-kb2,gene target,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Antagonist_Specificity,TOX21,AR,breast,MDA-kb2,none,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Antagonist_Specificity_viability,TOX21,NA,breast,MDA-kb2,none,,,,,,,,,,,,,,
TOX21_AR_LUC_MDAKB2_Antagonist_viability,TOX21,NA,breast,MDA-kb2,viability,,,,,,,,,,,,,,
TOX21_ARE_BLA_Agonist_ch1,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_ARE_BLA_Agonist_ch2,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_ARE_BLA_agonist_ratio,TOX21,NFE2L2,liver,HepG2,gene target,,,,,,,,,,,,,,
TOX21_ARE_BLA_agonist_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_Aromatase_Inhibition,TOX21,CYP19A1,breast,MCF-7,none,,,,,,,,,,,,,,
TOX21_Aromatase_Inhibition_viability,TOX21,NA,breast,MCF-7,viability,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Cell_blue,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Cell_green,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Cell_red,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Media_blue,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Media_green,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEK293_Media_red,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Cell_blue,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Cell_green,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Cell_red,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Media_blue,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Media_green,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_AutoFluor_HEPG2_Media_red,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_CAR_Agonist,TOX21,NR1I3,liver,HepG2,gene target,,,,,,,,,,,,,,
TOX21_CAR_Agonist_viabillity,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_CAR_Antagonist,TOX21,NR1I3,liver,HepG2,gene target,,,,,,,,,,,,,,
TOX21_CAR_Antagonist_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_DT40,TOX21,NA,lymphoblast,DT40,viability,,,,,,,,,,,,,,
TOX21_DT40_100,TOX21,NA,lymphoblast,DT40,viability,,,,,,,,,,,,,,
TOX21_DT40_657,TOX21,NA,lymphoblast,DT40,viability,,,,,,,,,,,,,,
TOX21_ELG1_LUC_Agonist,TOX21,ATAD5,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_ELG1_LUC_Agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_ERa_BLA_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERa_BLA_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERa_BLA_Agonist_ratio,TOX21,ESR1,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERa_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERa_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERa_BLA_Antagonist_ratio,TOX21,ESR1,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERa_BLA_Antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Agonist,TOX21,ESR1,ovary,BG1,gene target,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Agonist_Counterscreen,TOX21,ESR1|ESR1|ESR1|ESR1,NA,NA,gene target,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Antagonist,TOX21,ESR1,ovary,VM7,gene target,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Antagonist_Specificity,TOX21,ESR1,ovary,BG1,none,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Antagonist_Specificity_viability,TOX21,NA,ovary,BG1,none,,,,,,,,,,,,,,
TOX21_ERa_LUC_BG1_Antagonist_viability,TOX21,NA,ovary,VM7,viability,,,,,,,,,,,,,,
TOX21_ERb_BLA_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERb_BLA_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERb_BLA_Agonist_ratio,TOX21,ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERb_BLA_Agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_ERb_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERb_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_ERb_BLA_Antagonist_ratio,TOX21,ESR2,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERb_BLA_Antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_ERR_Agonist,TOX21,ESRRA,kidney,ERR-HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERR_Antagonist,TOX21,ESRRA,kidney,ERR-HEK293T,gene target,,,,,,,,,,,,,,
TOX21_ERR_viability,TOX21,NA,kidney,ERR-HEK293T,viability,,,,,,,,,,,,,,
TOX21_ESRE_BLA_ch1,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_ESRE_BLA_ch2,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_ESRE_BLA_ratio,TOX21,ATF6,cervix,HeLa,gene target,,,,,,,,,,,,,,
TOX21_ESRE_BLA_viability,TOX21,NA,cervix,HeLa,viability,,,,,,,,,,,,,,
TOX21_FXR_BLA_agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_FXR_BLA_agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_FXR_BLA_agonist_ratio,TOX21,NR1H4,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_FXR_BLA_agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_FXR_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_FXR_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_FXR_BLA_antagonist_ratio,TOX21,NR1H4,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_FXR_BLA_antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_GR_BLA_Agonist_ch1,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_GR_BLA_Agonist_ch2,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_GR_BLA_Agonist_ratio,TOX21,NR3C1,cervix,HeLa,tissue,,,,,,,,,,,,,,
TOX21_GR_BLA_Antagonist_ch1,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_GR_BLA_Antagonist_ch2,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_GR_BLA_Antagonist_ratio,TOX21,NR3C1,cervix,HeLa,tissue,,,,,,,,,,,,,,
TOX21_GR_BLA_Antagonist_viability,TOX21,NA,cervix,HeLa,viability,,,,,,,,,,,,,,
TOX21_H2AX_HTRF_CHO_Agonist_ch1,TOX21,NA,ovary,CHO-K1,none,,,,,,,,,,,,,,
TOX21_H2AX_HTRF_CHO_Agonist_ch2,TOX21,NA,ovary,CHO-K1,none,,,,,,,,,,,,,,
TOX21_H2AX_HTRF_CHO_Agonist_ratio,TOX21,H2AFX,ovary,CHO-K1,viability,,,,,,,,,,,,,,
TOX21_H2AX_HTRF_CHO_viability,TOX21,NA,ovary,CHO-K1,viability,,,,,,,,,,,,,,
TOX21_HDAC_Inhibition,TOX21,HDAC1,colon,HCT-116,gene target,,,,,,,,,,,,,,
TOX21_HDAC_Inhibition_viability,TOX21,NA,colon,HCT-116,viability,,,,,,,,,,,,,,
TOX21_HRE_BLA_Agonist_ch1,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_HRE_BLA_Agonist_ch2,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_HRE_BLA_Agonist_ratio,TOX21,HIF1A,cervix,ME-180,gene target,,,,,,,,,,,,,,
TOX21_HRE_BLA_Agonist_viability,TOX21,NA,cervix,ME-180,viability,,,,,,,,,,,,,,
TOX21_HSE_BLA_agonist_ch1,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_HSE_BLA_agonist_ch2,TOX21,NA,cervix,HeLa,none,,,,,,,,,,,,,,
TOX21_HSE_BLA_agonist_ratio,TOX21,HSF1,cervix,HeLa,gene target,,,,,,,,,,,,,,
TOX21_HSE_BLA_agonist_viability,TOX21,NA,cervix,HeLa,viability,,,,,,,,,,,,,,
TOX21_MMP_fitc,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_MMP_ratio_down,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_MMP_ratio_up,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_MMP_rhodamine,TOX21,NA,liver,HepG2,none,,,,,,,,,,,,,,
TOX21_MMP_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_NFkB_BLA_agonist_ch1,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_NFkB_BLA_agonist_ch2,TOX21,NA,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_NFkB_BLA_agonist_ratio,TOX21,NFKB1,cervix,ME-180,none,,,,,,,,,,,,,,
TOX21_NFkB_BLA_agonist_viability,TOX21,NA,cervix,ME-180,gene target,,,,,,,,,,,,,,
TOX21_p53_BLA_p1_ch1,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p1_ch2,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p1_ratio,TOX21,TP53,intestinal,HCT116,gene target,,,,,,,,,,,,,,
TOX21_p53_BLA_p1_viability,TOX21,NA,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p2_ch1,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p2_ch2,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p2_ratio,TOX21,TP53,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p2_viability,TOX21,NA,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p3_ch1,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p3_ch2,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p3_ratio,TOX21,TP53,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p3_viability,TOX21,NA,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p4_ch1,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p4_ch2,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p4_ratio,TOX21,TP53,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p4_viability,TOX21,NA,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p5_ch1,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p5_ch2,TOX21,NA,intestinal,HCT116,none,,,,,,,,,,,,,,
TOX21_p53_BLA_p5_ratio,TOX21,TP53,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_p53_BLA_p5_viability,TOX21,NA,intestinal,HCT116,viability,,,,,,,,,,,,,,
TOX21_PGC_ERR_Agonist,TOX21,ESRRA,kidney,PGC/ERR HEK293T,gene target,,,,,,,,,,,,,,
